Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_date,Consent,Cultivar,DATASTORE filetype,DATASTORE provider,DATASTORE region,Ecotype,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,host_genotype,Host,Instrument,isol_growth_condt,Isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sampling_point,SRA Study,Strain,TankReplicate,Treatment
SRR6660586,AMPLICON,600,32277014,PRJNA432116,SAMN08449436,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",16548345,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637690,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IB_A,Ianthella basta,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IB.10,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IB_10,24h after disturbance,SRP131926,missing,A,Control
SRR6660588,AMPLICON,600,44508574,PRJNA432116,SAMN08449434,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",22960443,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637688,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IB_C,Ianthella basta,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IB.08,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IB_08,24h after disturbance,SRP131926,missing,C,Control
SRR6660590,AMPLICON,600,46645661,PRJNA432116,SAMN08449440,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",24134882,JAMES COOK UNIVERSITY,03-April-2017,public,missing,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637686,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IB_B,Ianthella basta,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IB.14,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IB_14,before disturbance,SRP131926,missing,B,Control
SRR6660592,AMPLICON,601,50857248,PRJNA432116,SAMN08449438,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",26913261,JAMES COOK UNIVERSITY,03-April-2017,public,missing,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637684,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IB_D,Ianthella basta,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IB.12,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IB_12,before disturbance,SRP131926,missing,D,Pulse
SRR6660594,AMPLICON,600,37061335,PRJNA432116,SAMN08449442,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",19108680,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637682,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IB_B,Ianthella basta,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IB.16,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IB_16,24h after disturbance,SRP131926,missing,B,Control
SRR6660596,AMPLICON,600,44193234,PRJNA432116,SAMN08449478,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",29595816,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637680,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",ST_B,Stylissa flabelliformis,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,ST.16,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_ST_16,24h after disturbance,SRP131926,missing,B,Control
SRR6660598,AMPLICON,600,67298682,PRJNA432116,SAMN08449480,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",42640454,JAMES COOK UNIVERSITY,03-April-2017,public,missing,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637678,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",ST_F,Stylissa flabelliformis,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,ST.18,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_ST_18,before disturbance,SRP131926,missing,F,Pulse
SRR6660599,AMPLICON,600,44966050,PRJNA432116,SAMN08449479,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",29953031,JAMES COOK UNIVERSITY,03-April-2017,public,missing,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637677,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",ST_E,Stylissa flabelliformis,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,ST.17,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_ST_17,before disturbance,SRP131926,missing,E,Pulse
SRR6660601,AMPLICON,600,57798620,PRJNA432116,SAMN08449473,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",38920100,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637675,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",ST_D,Stylissa flabelliformis,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,ST.11,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_ST_11,24h after disturbance,SRP131926,missing,D,Pulse
SRR6660603,AMPLICON,600,53173381,PRJNA432116,SAMN08449475,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",35969885,JAMES COOK UNIVERSITY,03-April-2017,public,missing,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637673,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",ST_A,Stylissa flabelliformis,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,ST.13,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_ST_13,before disturbance,SRP131926,missing,A,Control
SRR6660605,AMPLICON,600,31876779,PRJNA432116,SAMN08449452,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",16978983,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637671,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IR_C,Ircinia ramosa,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IR.08,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IR_08,24h after disturbance,SRP131926,missing,C,Control
SRR6660606,AMPLICON,600,29555435,PRJNA432116,SAMN08449447,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",16226179,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637670,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IR_D,Ircinia ramosa,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IR.03,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IR_03,168h after disturbance,SRP131926,missing,D,Pulse
SRR6660607,AMPLICON,601,32011574,PRJNA432116,SAMN08449448,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",17108864,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637669,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IR_A,Ircinia ramosa,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IR.04,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IR_04,168h after disturbance,SRP131926,missing,A,Control
SRR6660608,AMPLICON,600,30785912,PRJNA432116,SAMN08449449,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",16670201,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637668,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IR_B,Ircinia ramosa,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IR.05,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IR_05,168h after disturbance,SRP131926,missing,B,Control
SRR6660609,AMPLICON,600,28629779,PRJNA432116,SAMN08449450,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",15265575,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637667,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IR_F,Ircinia ramosa,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IR.06,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IR_06,168h after disturbance,SRP131926,missing,F,Pulse
SRR6660612,AMPLICON,600,33285229,PRJNA432116,SAMN08449445,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",17781309,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637664,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IR_E,Ircinia ramosa,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IR.01,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IR_01,168h after disturbance,SRP131926,missing,E,Pulse
SRR6660613,AMPLICON,600,26937453,PRJNA432116,SAMN08449446,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",14532846,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637663,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IR_C,Ircinia ramosa,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IR.02,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IR_02,168h after disturbance,SRP131926,missing,C,Control
SRR6660616,AMPLICON,601,35885035,PRJNA432116,SAMN08449414,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",20041906,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637660,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",CY_F,Cymbastela concentrica,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,CY.06,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CY_06,168h after disturbance,SRP131926,missing,F,Pulse
SRR6660617,AMPLICON,601,47967538,PRJNA432116,SAMN08449413,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",26446424,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637659,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",CY_B,Cymbastela concentrica,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,CY.05,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CY_05,168h after disturbance,SRP131926,missing,B,Control
SRR6660619,AMPLICON,601,40533551,PRJNA432116,SAMN08449415,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",22542841,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637657,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",CY_E,Cymbastela concentrica,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,CY.07,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CY_07,24h after disturbance,SRP131926,missing,E,Pulse
SRR6660622,AMPLICON,601,55114247,PRJNA432116,SAMN08449420,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",30628888,JAMES COOK UNIVERSITY,03-April-2017,public,missing,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637654,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",CY_D,Cymbastela concentrica,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,CY.12,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CY_12,before disturbance,SRP131926,missing,D,Pulse
SRR6660624,AMPLICON,600,48442995,PRJNA432116,SAMN08449431,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",25303706,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637652,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IB_B,Ianthella basta,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IB.05,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IB_05,168h after disturbance,SRP131926,missing,B,Control
SRR6660625,AMPLICON,600,52612880,PRJNA432116,SAMN08449432,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",27294569,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Australia,coral reef,marine benthic feature,seawater,SRX3637651,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IB_F,Ianthella basta,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IB.06,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IB_06,168h after disturbance,SRP131926,missing,F,Pulse
SRR6660628,AMPLICON,601,51999485,PRJNA432116,SAMN08449423,"MIGS/MIMS/MIMARKS.host-associated,MIMARKS.specimen",28051560,JAMES COOK UNIVERSITY,03-April-2017,public,missing,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637648,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",CY_C,Cymbastela concentrica,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,CY.15,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CY_15,before disturbance,SRP131926,missing,C,Control
SRR6660630,AMPLICON,600,52129597,PRJNA432116,SAMN08449429,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",29138596,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637646,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IB_D,Ianthella basta,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IB.03,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IB_03,168h after disturbance,SRP131926,missing,D,Pulse
SRR6660633,AMPLICON,600,43284706,PRJNA432116,SAMN08449428,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",22872325,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637643,Australia,Oceania,"Australia:Great Barrier Reef\,Davies Reef",IB_C,Ianthella basta,Illumina MiSeq,missing,missing,18.8235 S 147.6495 E,IB.02,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_IB_02,168h after disturbance,SRP131926,missing,C,Control
SRR6660636,AMPLICON,600,25421434,PRJNA432116,SAMN08449400,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",13759610,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637640,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",CO_A,Coscinoderma mathewsi,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,CO.10,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CO_10,24h after disturbance,SRP131926,missing,A,Control
SRR6660637,AMPLICON,600,19352422,PRJNA432116,SAMN08449399,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",10478063,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637639,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",CO_F,Coscinoderma mathewsi,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,CO.09,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CO_09,24h after disturbance,SRP131926,missing,F,Pulse
SRR6660639,AMPLICON,600,23038802,PRJNA432116,SAMN08449397,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",12371861,JAMES COOK UNIVERSITY,13-April-2017,public,missing,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Australia,coral reef,marine benthic feature,seawater,SRX3637637,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",CO_E,Coscinoderma mathewsi,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,CO.07,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CO_07,24h after disturbance,SRP131926,missing,E,Pulse
SRR6660641,AMPLICON,600,20874833,PRJNA432116,SAMN08449395,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",11603521,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637635,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",CO_B,Coscinoderma mathewsi,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,CO.05,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CO_05,168h after disturbance,SRP131926,missing,B,Control
SRR6660643,AMPLICON,600,23700617,PRJNA432116,SAMN08449393,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",12850513,JAMES COOK UNIVERSITY,19-April-2017,public,missing,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Australia,coral reef,marine benthic feature,seawater,SRX3637633,Australia,Oceania,"Australia: Queensland\, Magnetic Island Geoffrey Bay",CO_D,Coscinoderma mathewsi,Illumina MiSeq,missing,missing,19.1543 S 146.8656 E,CO.03,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-01-31T00:00:00Z,SpongeMicrobiomeStability_CO_03,168h after disturbance,SRP131926,missing,D,Pulse
